sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
250,0.77342,3685.9,4528.3,8.5468,26.46,42.157,2677.6,75.668,120.39,0.30819,80.622,52.577,2605.0,23.884,50.257,3080.3,24.585,67.543,246.22,333.66,94.805,77.343,31.818,8.9974,26.193,6.87,19.109,1.7394,32.481,13.63,23.76,1.0895,19.043,2.3206,4.8549,2.2707,0.033202,0.8207,0.11222,53.711,44.298,63.917,53.295,76.348,56.256,20.253,37.289,45.684,47.129,53.802,40.848,14.182
251,0.76777,3651.7,4479.6,8.5798,26.844,41.864,2679.1,75.87,120.41,0.2972,81.037,49.747,2607.1,23.185,50.076,3081.3,22.728,67.597,245.17,333.74,94.745,77.304,31.336,8.8237,26.187,7.0114,19.519,1.6744,32.359,13.819,23.769,1.305,19.178,2.2805,4.8998,2.29,0.016098,0.84366,0.10339,53.667,43.859,63.67,53.852,75.413,57.23,20.577,36.654,37.354,46.711,53.957,40.893,18.571
252,0.76894,3649.7,4447.3,8.5045,26.85,42.18,2674.7,76.614,120.4,0.29852,80.836,51.31,2602.0,25.702,49.684,3078.5,23.165,67.601,245.53,332.94,94.806,77.108,31.336,8.8237,26.187,7.0114,19.519,1.6744,32.359,13.819,23.769,1.305,19.178,2.2805,4.8998,2.29,0.016098,0.84366,0.10339,53.667,43.859,63.705,54.239,75.298,56.591,19.729,36.493,41.955,45.803,53.584,40.097,17.557
253,0.81922,3649.4,4426.7,8.6103,26.726,42.072,2672.5,76.54,120.38,0.31656,80.803,48.404,2598.6,25.771,50.059,3076.5,23.125,67.588,244.46,333.1,94.893,77.165,31.62,9.0865,25.92,7.2371,19.224,1.6775,32.27,13.882,23.624,1.4296,19.17,2.2955,4.9832,2.3722,0.016098,0.84366,0.10339,53.667,43.859,62.415,53.387,80.761,56.356,19.817,39.182,33.403,46.671,53.339,39.92,17.661
254,0.81947,3634.2,4434.1,8.7309,26.834,42.091,2671.3,76.751,120.39,0.31465,80.778,49.816,2597.6,26.696,49.822,3076.4,22.906,67.537,244.14,332.52,95.081,77.035,31.62,9.0865,25.92,7.2371,19.224,1.6775,32.27,13.882,23.624,1.4296,19.17,2.2955,4.9832,2.3722,0.016098,0.84366,0.10339,53.667,43.859,62.676,53.299,80.736,56.433,19.713,39.416,37.557,46.121,53.032,40.511,18.205
255,0.79834,3561.9,4469.4,8.6113,26.705,41.922,2670.1,75.36,120.38,0.32028,80.741,50.099,2596.0,26.402,50.578,3075.1,22.27,67.467,245.56,332.36,95.166,77.216,31.339,8.9758,25.89,6.9848,19.245,1.6497,32.026,13.767,23.997,1.3923,19.363,2.3168,5.0758,2.314,0.016098,0.84366,0.10339,53.667,43.859,61.712,53.5,78.88,56.116,19.577,40.461,38.391,47.871,52.573,39.477,19.716
256,0.79914,3575.5,4465.2,8.5573,26.836,42.294,2674.0,76.12,120.39,0.32399,81.113,50.114,2600.6,25.097,50.494,3076.8,22.904,67.468,246.52,332.91,95.149,78.038,31.339,8.9758,25.89,6.9848,19.245,1.6497,32.026,13.767,23.997,1.3923,19.363,2.3168,5.0758,2.314,0.019304,0.88246,0.09865,54.131,44.002,61.478,53.55,78.801,59.346,19.976,40.008,38.437,47.678,52.733,40.137,18.136
257,0.83412,3619.5,4432.7,8.6,26.861,42.017,2675.8,75.367,120.43,0.31341,81.234,49.489,2602.9,24.357,48.393,3081.1,22.61,67.536,242.24,332.36,95.105,77.144,31.647,9.0921,26.048,7.1042,19.587,1.7067,31.573,13.829,23.39,1.376,19.294,2.346,5.0041,2.3381,0.019304,0.88246,0.09865,54.131,44.002,62.718,53.81,82.151,57.783,19.893,38.234,36.596,42.815,53.028,39.892,18.879
258,0.8343,3624.4,4445.9,8.6616,26.688,41.996,2675.3,74.506,120.39,0.3123,81.042,49.516,2602.3,25.33,48.103,3080.7,23.142,67.545,242.3,332.35,94.906,77.626,31.647,9.0921,26.048,7.1042,19.587,1.7067,31.573,13.829,23.39,1.376,19.294,2.346,5.0041,2.3381,0.019304,0.88246,0.09865,54.131,44.002,62.634,53.652,82.133,56.688,19.896,38.37,36.676,42.144,52.939,39.561,17.589
259,0.81128,3603.9,4451.4,8.5874,26.983,42.059,2675.2,75.419,120.43,0.32166,81.048,49.223,2602.2,24.438,50.024,3078.6,22.333,67.507,244.03,333.49,95.015,77.413,32.247,9.0014,26.061,6.9555,19.465,1.7287,32.489,13.96,23.04,1.4203,19.691,2.3318,5.0191,2.3316,0.019304,0.88246,0.09865,54.131,44.002,61.786,52.64,79.953,56.836,20.232,38.858,35.814,46.59,52.7,40.96,19.52
260,0.81104,3592.2,4462.8,8.7588,26.377,42.036,2672.4,75.67,120.4,0.31933,80.798,50.403,2599.3,25.484,49.492,3077.3,23.149,67.464,244.92,333.16,95.071,76.83,32.247,9.0014,26.061,6.9555,19.465,1.7287,32.489,13.96,23.04,1.4203,19.691,2.3318,5.0191,2.3316,0.019304,0.88246,0.09865,54.131,44.002,61.986,52.503,79.976,56.606,19.681,39.142,39.286,45.359,52.541,39.89,17.644
261,0.7553,3630.8,4458.3,8.7646,26.681,41.939,2670.4,74.788,120.38,0.3321,80.768,49.273,2598.0,26.003,47.926,3073.5,21.945,67.371,244.02,333.65,95.146,77.222,31.64,9.1485,25.854,6.8513,19.366,1.7413,32.362,13.878,23.463,1.3148,20.352,2.3576,4.9802,2.3433,0.022836,0.88591,0.10119,54.856,43.438,62.488,52.732,74.534,56.198,20.097,41.172,35.962,41.735,53.589,40.648,20.489
262,0.7569,3634.6,4454.8,8.6269,27.099,42.177,2671.4,73.558,120.4,0.33653,80.927,50.352,2597.2,24.969,50.107,3075.0,22.913,67.389,245.91,333.36,94.943,77.678,31.64,9.1485,25.854,6.8513,19.366,1.7413,32.362,13.878,23.463,1.3148,20.352,2.3576,4.9802,2.3433,0.022836,0.88591,0.10119,54.856,43.438,62.422,52.773,74.376,57.405,19.903,40.632,39.137,46.783,53.797,40.082,18.155
263,0.81777,3637.5,4429.8,8.5987,26.919,42.307,2674.2,74.061,120.43,0.328,81.179,48.51,2600.5,24.141,50.788,3079.6,23.243,67.479,248.72,333.0,94.913,77.49,32.073,9.0734,25.784,6.7534,19.73,1.6765,32.253,13.78,23.114,1.3738,20.035,2.3335,5.0033,2.3846,0.022836,0.88591,0.10119,54.856,43.438,63.267,53.206,80.453,58.08,19.912,39.623,33.716,48.359,53.916,40.754,17.362
264,0.81841,3638.0,4442.1,8.7679,26.879,42.417,2675.4,73.75,120.43,0.32561,81.297,49.818,2602.5,25.163,50.267,3079.5,22.82,67.573,248.49,333.24,94.667,77.65,32.073,9.0734,25.784,6.7534,19.73,1.6765,32.253,13.78,23.114,1.3738,20.035,2.3335,5.0033,2.3846,0.022836,0.88591,0.10119,54.856,43.438,63.258,53.059,80.39,58.901,20.087,39.915,37.565,47.152,54.3,40.696,18.335
265,0.78146,3668.2,4409.6,8.714,26.869,42.318,2672.8,74.199,120.4,0.31588,81.136,50.632,2600.6,25.037,49.434,3077.1,23.715,67.651,249.29,333.86,94.741,77.101,31.369,8.9094,25.952,6.9168,19.537,1.7192,32.152,13.91,22.708,1.4259,19.758,2.3708,5.0499,2.3747,0.022836,0.88591,0.10119,54.856,43.438,63.672,52.425,76.466,58.86,20.011,38.486,39.961,45.224,54.592,40.076,16.244
266,0.77956,3680.0,4382.3,8.743,27.163,42.63,2670.6,75.706,120.45,0.31694,80.952,50.128,2597.0,23.856,48.079,3076.3,23.188,67.63,250.15,333.24,94.702,77.383,31.369,8.9094,25.952,6.9168,19.537,1.7192,32.152,13.91,22.708,1.4259,19.758,2.3708,5.0499,2.3747,0.013527,0.91494,0.1109,53.214,44.396,63.468,52.752,76.652,57.453,19.943,38.356,38.478,42.089,55.057,40.984,17.483
267,0.8502,3610.7,4397.6,8.6904,26.924,42.192,2670.9,74.313,120.41,0.33162,81.014,51.56,2598.7,24.918,50.518,3075.8,22.251,67.668,249.9,334.02,94.713,77.467,31.056,8.8682,25.411,7.0688,19.601,1.7249,32.427,13.772,23.182,1.3365,19.231,2.3553,5.0486,2.4538,0.013527,0.91494,0.1109,53.214,44.396,63.271,52.899,84.039,58.749,19.821,40.087,42.691,47.734,55.519,40.436,19.706
268,0.85334,3647.0,4406.5,8.8089,26.846,41.862,2671.4,74.149,120.41,0.3313,80.874,51.063,2597.6,25.374,49.244,3075.0,22.478,67.656,256.05,334.32,94.756,77.301,31.056,8.8682,25.411,7.0688,19.601,1.7249,32.427,13.772,23.182,1.3365,19.231,2.3553,5.0486,2.4538,0.013527,0.91494,0.1109,53.214,44.396,62.648,52.792,83.73,56.492,19.766,40.126,41.228,44.783,55.411,40.879,19.192
269,0.8939,3604.8,4364.3,8.6804,27.047,42.475,2673.6,74.004,120.39,0.31357,80.94,50.372,2600.9,25.552,48.473,3078.4,24.166,67.671,254.79,335.0,94.771,77.94,31.97,9.0159,25.831,6.7114,19.503,1.7184,32.935,13.886,22.532,1.2651,19.326,2.3971,4.9966,2.2919,0.013527,0.91494,0.1109,53.214,44.396,61.937,53.006,87.697,56.742,20.253,38.611,39.195,43.0,55.966,39.648,15.141
270,0.89299,3578.6,4386.9,8.8217,26.983,42.247,2678.7,74.759,120.41,0.31485,81.147,51.131,2605.7,23.896,50.096,3082.2,23.194,67.746,256.43,335.65,94.752,77.922,31.97,9.0159,25.831,6.7114,19.503,1.7184,32.935,13.886,22.532,1.2651,19.326,2.3971,4.9966,2.2919,0.013527,0.91494,0.1109,53.214,44.396,62.388,52.736,87.787,59.227,20.447,38.454,41.427,46.755,56.254,41.418,17.421
271,0.81099,3710.0,4399.3,8.7972,26.901,42.467,2680.4,74.789,120.4,0.32981,81.194,51.482,2608.1,26.018,49.456,3083.4,22.995,67.866,259.65,336.67,94.581,77.692,31.804,8.9071,25.583,6.8521,18.931,1.7206,33.195,13.732,23.249,1.3744,19.429,2.3268,4.9827,2.3824,0.013446,0.89236,0.11205,54.267,42.714,63.253,52.698,79.834,58.895,20.633,39.688,42.461,45.276,57.257,40.985,17.891
272,0.81048,3690.8,4406.7,8.9245,26.319,42.229,2678.9,74.177,120.42,0.32905,80.969,52.462,2607.1,23.174,51.299,3081.8,22.639,67.939,262.18,337.26,94.494,77.273,31.804,8.9071,25.583,6.8521,18.931,1.7206,33.195,13.732,23.249,1.3744,19.429,2.3268,4.9827,2.3824,0.013446,0.89236,0.11205,54.267,42.714,63.583,52.61,79.885,58.532,20.404,39.78,45.345,49.541,57.833,41.522,18.763
273,0.82965,3680.4,4452.0,8.8998,26.779,42.277,2678.4,73.279,120.42,0.31546,80.765,51.34,2605.7,24.792,50.932,3081.3,24.385,67.954,263.89,337.53,94.555,77.371,31.954,8.8593,25.457,6.762,18.878,1.7611,33.329,13.824,23.812,1.232,19.626,2.4043,5.0085,2.3836,0.013446,0.89236,0.11205,54.267,42.714,62.622,53.397,81.785,57.84,20.554,37.318,42.044,48.691,58.483,41.41,14.62
274,0.82921,3672.6,4449.6,8.8813,27.24,42.545,2680.6,74.305,120.39,0.31078,80.897,50.536,2609.2,26.298,49.231,3082.3,23.359,68.002,266.32,338.06,94.464,77.791,31.954,8.8593,25.457,6.762,18.878,1.7611,33.329,13.824,23.812,1.232,19.626,2.4043,5.0085,2.3836,0.013446,0.89236,0.11205,54.267,42.714,62.756,53.426,81.828,57.555,21.196,37.888,39.677,44.754,59.068,40.707,17.019
275,0.82118,3684.3,4475.8,8.9425,26.856,42.518,2683.6,74.425,120.42,0.32262,81.142,48.645,2611.5,25.028,51.186,3085.5,23.34,68.085,268.34,338.5,94.493,77.908,32.395,9.0191,25.636,7.0198,19.19,1.7376,32.785,13.895,22.603,1.2544,19.042,2.341,5.0783,2.354,0.013446,0.89236,0.11205,54.267,42.714,63.416,53.219,80.392,58.834,20.81,38.817,34.111,49.279,59.682,41.511,17.028
276,0.81678,3704.1,4470.2,8.776,27.04,42.287,2682.4,75.024,120.41,0.32274,80.902,50.203,2610.2,24.392,50.013,3085.1,22.386,68.209,269.8,338.62,94.38,77.219,32.395,9.0191,25.636,7.0198,19.19,1.7376,32.785,13.895,22.603,1.2544,19.042,2.341,5.0783,2.354,0.012373,0.87945,0.087254,53.582,43.141,63.075,53.286,80.825,56.682,20.944,38.802,38.698,46.565,59.887,41.763,19.334
277,0.77433,3594.2,4447.8,8.908,26.869,42.336,2681.2,74.842,120.39,0.33439,80.636,49.173,2608.6,26.698,48.131,3080.1,23.836,68.185,272.43,339.57,94.663,77.329,32.511,8.8094,25.167,7.0116,18.958,1.7009,33.352,13.644,22.892,1.1072,18.902,2.3686,5.055,2.4091,0.012373,0.87945,0.087254,53.582,43.141,62.697,52.746,76.634,58.747,21.262,39.351,35.667,42.21,60.247,40.908,15.904
278,0.77526,3623.0,4419.5,8.9107,26.953,42.306,2683.4,74.471,120.39,0.33145,80.812,51.207,2612.3,26.273,51.083,3081.4,22.515,68.2,271.05,340.01,94.632,77.784,32.511,8.8094,25.167,7.0116,18.958,1.7009,33.352,13.644,22.892,1.1072,18.902,2.3686,5.055,2.4091,0.012373,0.87945,0.087254,53.582,43.141,62.201,53.085,76.542,58.614,21.692,39.709,41.652,49.041,60.965,40.504,18.996
279,0.76203,3620.9,4459.1,8.834,26.917,42.23,2687.4,74.691,120.38,0.30333,80.939,50.347,2615.7,24.262,52.34,3083.8,23.014,68.291,274.14,340.37,94.694,77.792,32.156,8.7605,25.631,7.1744,19.23,1.7287,33.262,13.863,22.781,1.3699,19.036,2.3404,4.9851,2.3332,0.012373,0.87945,0.087254,53.582,43.141,62.184,53.13,75.089,59.371,21.811,36.333,39.122,51.949,61.279,40.627,17.785
280,0.76331,3612.9,4453.5,8.8859,26.547,42.341,2687.0,74.081,120.38,0.3027,80.721,51.232,2615.1,25.754,49.493,3084.8,23.244,68.361,275.27,340.6,94.646,77.284,32.156,8.7605,25.631,7.1744,19.23,1.7287,33.262,13.863,22.781,1.3699,19.036,2.3404,4.9851,2.3332,0.012373,0.87945,0.087254,53.582,43.141,62.321,53.197,74.964,57.563,21.588,36.41,41.727,45.361,61.763,40.726,17.276
281,0.79467,3583.7,4365.1,8.8283,26.951,42.239,2688.5,75.636,120.39,0.32789,80.642,48.385,2616.9,24.517,48.795,3084.5,23.384,68.37,277.38,341.34,94.769,77.504,32.278,8.8536,25.982,6.9675,18.789,1.7167,33.338,13.665,23.131,1.2945,19.158,2.3021,4.97,2.4108,0.020891,0.85835,0.11687,54.665,44.35,61.196,53.535,78.336,60.171,21.992,39.104,33.347,43.745,61.922,40.409,16.928
282,0.79676,3572.5,4444.1,9.0514,26.592,42.521,2690.7,73.824,120.34,0.3293,80.553,50.039,2618.3,25.108,48.978,3088.0,23.819,68.372,280.45,341.78,94.915,77.322,32.278,8.8536,25.982,6.9675,18.789,1.7167,33.338,13.665,23.131,1.2945,19.158,2.3021,4.97,2.4108,0.020891,0.85835,0.11687,54.665,44.35,61.39,52.59,78.131,56.926,21.836,38.931,38.216,44.17,62.132,39.887,15.91
283,0.78566,3632.9,4456.5,8.794,26.957,42.034,2694.9,73.659,120.43,0.30692,80.498,49.71,2623.9,24.999,48.381,3090.9,22.674,68.35,281.37,342.59,94.644,77.636,32.134,8.8016,25.919,6.8909,19.007,1.7193,33.645,13.797,22.986,1.2236,19.22,2.3876,5.0714,2.3607,0.020891,0.85835,0.11687,54.665,44.35,61.986,53.482,76.857,59.551,22.303,36.282,37.248,42.787,62.533,42.0,18.615
284,0.78499,3605.6,4473.1,8.9242,26.879,42.601,2698.0,74.543,120.37,0.30377,80.459,49.0,2626.8,25.976,48.779,3094.9,22.534,68.368,280.55,342.98,94.701,77.933,32.134,8.8016,25.919,6.8909,19.007,1.7193,33.645,13.797,22.986,1.2236,19.22,2.3876,5.0714,2.3607,0.020891,0.85835,0.11687,54.665,44.35,62.456,53.283,76.922,58.632,22.205,36.666,35.156,43.707,63.091,40.267,18.925
285,0.7964,3634.4,4459.5,8.8687,26.801,42.206,2702.7,74.537,120.43,0.32148,80.513,48.212,2631.8,25.728,51.548,3098.3,22.67,68.402,283.12,343.46,94.483,77.4,32.348,8.9472,26.024,6.7543,18.926,1.7716,33.22,13.839,22.764,1.3923,19.322,2.35,4.9963,2.3437,0.020891,0.85835,0.11687,54.665,44.35,62.588,52.89,78.487,59.513,22.465,37.906,32.839,50.118,63.342,42.185,18.624
286,0.79375,3650.8,4457.5,8.897,26.857,42.332,2705.6,73.673,120.41,0.32341,80.5,49.305,2635.4,24.964,48.785,3100.0,23.683,68.423,282.85,344.58,94.541,77.996,32.348,8.9472,26.024,6.7543,18.926,1.7716,33.22,13.839,22.764,1.3923,19.322,2.35,4.9963,2.3437,0.022558,0.83956,0.09575,54.016,44.567,62.306,52.914,78.748,60.631,22.928,37.67,36.056,43.722,63.366,41.1,16.17
287,0.77534,3680.9,4462.6,9.0716,26.597,42.294,2706.5,74.975,120.42,0.32695,80.443,48.697,2636.3,25.193,49.704,3101.6,22.882,68.46,282.78,344.61,94.339,77.633,32.716,8.7224,26.336,6.7621,19.195,1.7149,33.461,13.661,23.325,1.1628,18.824,2.3578,4.9037,2.288,0.022558,0.83956,0.09575,54.016,44.567,63.042,53.019,76.396,57.627,22.561,38.335,34.266,45.85,63.641,41.304,18.073
288,0.77773,3649.3,4429.7,8.9737,26.948,42.381,2708.8,73.526,120.42,0.32286,80.53,49.207,2638.8,24.92,50.631,3102.7,22.913,68.514,283.69,345.29,94.355,77.918,32.716,8.7224,26.336,6.7621,19.195,1.7149,33.461,13.661,23.325,1.1628,18.824,2.3578,4.9037,2.288,0.022558,0.83956,0.09575,54.016,44.567,63.586,53.414,76.16,57.898,23.236,38.834,35.766,47.994,63.827,41.796,17.969
289,0.73433,3659.2,4386.5,9.0444,26.87,42.536,2708.8,74.324,120.4,0.30631,80.496,47.83,2639.8,24.437,49.92,3101.7,23.129,68.56,282.8,346.05,94.292,77.723,32.579,8.8814,26.2,6.6161,18.007,1.7179,33.541,13.792,23.067,1.285,18.673,2.3306,4.8729,2.3246,0.022558,0.83956,0.09575,54.016,44.567,63.463,53.223,72.71,58.931,23.297,35.986,31.714,46.348,64.172,41.604,17.446
290,0.73628,3653.6,4454.1,8.9182,26.997,42.576,2707.3,74.795,120.41,0.30644,80.217,49.012,2636.3,25.731,50.427,3099.7,22.915,68.556,283.25,346.41,94.345,77.431,32.579,8.8814,26.2,6.6161,18.007,1.7179,33.541,13.792,23.067,1.285,18.673,2.3306,4.8729,2.3246,0.022558,0.83956,0.09575,54.016,44.567,63.561,52.414,72.518,59.88,23.211,35.97,35.193,47.522,64.396,41.974,17.975
291,0.74629,3731.8,4567.7,9.036,27.031,42.318,2706.3,74.487,120.43,0.32284,80.028,48.92,2636.5,26.135,47.41,3100.4,22.918,68.521,287.73,346.4,94.293,77.199,33.169,8.6958,25.983,6.9419,18.185,1.6955,33.874,13.622,23.726,1.2586,18.424,2.3032,4.8699,2.3319,0.010624,0.81842,0.089939,53.482,44.29,63.677,53.999,73.213,58.847,23.329,37.348,34.921,40.541,63.81,41.562,18.003
292,0.74529,3719.1,4562.0,8.7113,26.698,42.412,2707.5,74.823,120.4,0.31897,79.937,50.425,2637.8,26.421,50.236,3100.1,24.029,68.446,286.1,346.51,94.186,77.39,33.169,8.6958,25.983,6.9419,18.185,1.6955,33.874,13.622,23.726,1.2586,18.424,2.3032,4.8699,2.3319,0.010624,0.81842,0.089939,53.482,44.29,63.895,54.068,73.311,60.477,23.463,37.82,39.352,47.08,64.03,41.037,15.367
293,0.68109,3607.2,4497.9,8.7908,26.866,41.979,2709.6,73.852,120.39,0.30072,80.177,49.073,2639.4,22.852,51.958,3100.0,23.002,68.437,286.83,346.15,94.425,77.677,32.918,8.7304,26.241,6.8005,18.425,1.6792,33.848,13.785,23.8,1.1802,18.371,2.3355,4.9499,2.3139,0.010624,0.81842,0.089939,53.482,44.29,63.06,54.511,66.983,60.164,23.412,35.316,35.371,51.066,64.035,42.184,17.771
294,0.68275,3634.9,4500.8,8.9459,27.031,42.576,2708.4,73.988,120.37,0.3008,80.123,49.227,2637.9,24.771,49.234,3101.7,22.966,68.477,284.44,345.95,94.519,77.421,32.918,8.7304,26.241,6.8005,18.425,1.6792,33.848,13.785,23.8,1.1802,18.371,2.3355,4.9499,2.3139,0.010624,0.81842,0.089939,53.482,44.29,62.584,54.477,66.82,58.447,23.237,35.306,35.826,44.762,64.318,41.197,17.869
295,0.69661,3669.2,4491.4,8.8966,27.015,42.145,2709.2,74.59,120.4,0.31701,80.06,48.944,2639.7,26.743,50.841,3100.4,22.525,68.477,287.19,346.45,94.507,77.089,32.89,8.8209,25.593,6.9323,18.316,1.6448,33.926,13.713,23.638,1.2401,18.313,2.3525,4.7676,2.359,0.010624,0.81842,0.089939,53.482,44.29,63.245,54.08,68.493,58.826,23.699,37.5,34.994,48.481,64.143,41.666,18.942
296,0.69743,3665.8,4517.5,8.9276,26.658,42.29,2710.0,74.937,120.4,0.31959,79.994,48.055,2640.2,25.75,49.584,3101.4,23.319,68.419,285.55,345.94,94.414,77.703,32.89,8.8209,25.593,6.9323,18.316,1.6448,33.926,13.713,23.638,1.2401,18.313,2.3525,4.7676,2.359,0.018744,0.79364,0.08456,54.064,43.222,63.304,53.767,68.413,58.642,23.428,37.186,32.375,45.572,63.81,41.71,17.03
297,0.69117,3627.4,4538.7,8.9045,27.123,42.344,2710.9,74.417,120.37,0.30734,80.028,51.001,2640.1,26.741,49.539,3102.9,22.657,68.418,283.53,345.61,94.568,77.408,32.874,8.7381,26.749,6.6858,18.344,1.7007,33.671,13.969,23.581,1.2464,17.935,2.3666,4.8807,2.335,0.018744,0.79364,0.08456,54.064,43.222,62.823,53.85,68.084,58.589,23.229,36.649,41.047,45.467,63.821,40.93,18.619
298,0.69059,3657.4,4513.8,8.9395,26.89,41.949,2714.0,75.09,120.41,0.30598,80.087,49.646,2643.3,25.539,49.64,3105.1,21.228,68.409,283.87,345.94,94.532,77.606,32.874,8.7381,26.749,6.6858,18.344,1.7007,33.671,13.969,23.581,1.2464,17.935,2.3666,4.8807,2.335,0.018744,0.79364,0.08456,54.064,43.222,62.307,54.149,68.141,56.831,23.79,36.814,37.059,45.701,63.623,41.58,21.995
299,0.68467,3686.6,4548.6,8.8961,27.157,42.239,2713.1,74.409,120.38,0.3386,80.117,51.827,2643.3,23.628,48.016,3105.4,22.962,68.391,283.49,345.9,94.5,77.631,32.297,8.4639,26.495,6.7595,18.793,1.6496,33.351,13.566,23.836,1.2984,18.749,2.3115,4.8583,2.2922,0.018744,0.79364,0.08456,54.064,43.222,64.036,53.738,67.617,58.905,23.523,39.719,43.476,41.942,63.488,41.184,17.872
300,0.68693,3722.9,4517.3,8.9253,26.927,42.32,2712.3,75.295,120.4,0.33769,80.092,49.925,2643.1,25.16,50.22,3105.5,23.096,68.401,284.57,345.54,94.442,77.429,32.297,8.4639,26.495,6.7595,18.793,1.6496,33.351,13.566,23.836,1.2984,18.749,2.3115,4.8583,2.2922,0.018744,0.79364,0.08456,54.064,43.222,63.411,54.113,67.395,60.236,23.284,39.83,37.878,47.044,63.225,42.735,17.558
301,0.73839,3703.5,4442.4,8.8761,26.778,41.957,2714.2,75.105,120.42,0.29006,80.14,51.047,2645.0,22.957,51.212,3105.8,22.939,68.38,281.68,345.32,94.419,77.763,32.556,8.6473,26.682,6.9135,18.588,1.6943,33.811,13.761,23.891,1.0641,18.14,2.3099,4.8487,2.3744,0.021598,0.785,0.095843,53.085,44.097,63.247,53.943,72.497,59.187,23.483,34.764,41.181,49.338,62.627,42.179,17.909
302,0.73933,3689.9,4469.5,8.9164,26.724,42.516,2713.6,76.205,120.41,0.28927,80.085,49.977,2643.5,25.329,48.192,3107.1,22.68,68.373,280.34,345.37,94.348,77.423,32.556,8.6473,26.682,6.9135,18.588,1.6943,33.811,13.761,23.891,1.0641,18.14,2.3099,4.8487,2.3744,0.021598,0.785,0.095843,53.085,44.097,63.482,53.619,72.404,55.365,23.235,34.859,38.032,42.349,62.28,41.811,18.542
303,0.70866,3625.3,4531.4,8.794,27.331,42.485,2711.6,75.198,120.36,0.31495,79.891,49.318,2641.7,26.721,50.271,3104.8,22.25,68.303,277.04,345.1,94.453,77.301,32.546,8.8345,26.359,6.7469,18.1,1.725,33.412,13.615,23.649,1.2796,18.243,2.3423,4.9117,2.2436,0.021598,0.785,0.095843,53.085,44.097,63.286,53.396,69.996,57.122,23.293,36.72,36.092,47.161,62.113,40.483,19.592
304,0.70784,3648.1,4509.5,8.8299,27.255,42.418,2713.3,74.516,120.41,0.31175,79.919,49.483,2642.6,24.004,49.499,3104.7,22.606,68.198,278.25,345.57,94.515,77.391,32.546,8.8345,26.359,6.7469,18.1,1.725,33.412,13.615,23.649,1.2796,18.243,2.3423,4.9117,2.2436,0.021598,0.785,0.095843,53.085,44.097,62.893,53.658,70.077,58.163,23.594,37.11,36.579,45.375,61.548,41.568,18.745
305,0.70872,3702.2,4540.7,8.8875,26.886,42.653,2714.2,73.87,120.4,0.30071,79.911,49.021,2644.3,24.972,49.684,3107.2,21.876,68.165,276.95,345.43,94.569,77.146,32.716,8.6839,26.095,6.9046,18.521,1.6724,33.294,13.742,23.894,1.2488,18.012,2.3137,4.799,2.3401,0.021598,0.785,0.095843,53.085,44.097,63.472,54.554,69.446,58.525,23.134,34.356,35.22,45.803,61.208,41.353,20.509
306,0.70668,3690.9,4547.9,8.935,26.914,42.542,2715.3,74.617,120.42,0.29901,80.005,51.504,2645.4,22.694,49.278,3108.9,23.699,68.087,276.43,344.59,94.322,77.755,32.716,8.6839,26.095,6.9046,18.521,1.6724,33.294,13.742,23.894,1.2488,18.012,2.3137,4.799,2.3401,0.015591,0.79447,0.1002,53.408,43.519,63.667,54.467,69.647,55.333,23.352,34.563,42.526,44.864,60.499,41.911,16.132
307,0.68687,3663.5,4514.0,8.9123,26.433,42.373,2716.5,75.11,120.38,0.3086,80.296,49.737,2646.3,26.73,47.357,3110.1,22.737,68.113,275.35,344.54,94.607,77.897,32.926,8.9904,26.662,6.9738,18.789,1.6879,33.136,13.745,23.913,1.2217,18.079,2.3429,4.7565,2.3228,0.015591,0.79447,0.1002,53.408,43.519,62.808,53.919,67.46,57.273,22.929,36.568,37.326,40.418,60.006,41.068,18.382
308,0.68624,3689.2,4491.3,8.7562,26.715,42.592,2715.4,74.402,120.43,0.30604,80.187,49.248,2645.1,24.859,48.697,3109.0,22.763,68.113,269.87,344.0,94.496,77.549,32.926,8.9904,26.662,6.9738,18.789,1.6879,33.136,13.745,23.913,1.2217,18.079,2.3429,4.7565,2.3228,0.015591,0.79447,0.1002,53.408,43.519,62.365,54.19,67.521,58.295,23.071,36.88,35.886,43.518,59.905,42.062,18.334
309,0.65607,3624.9,4470.1,8.9268,26.878,42.453,2713.5,75.045,120.4,0.31064,80.006,48.471,2643.5,26.448,49.097,3106.5,23.855,68.046,270.57,344.09,94.734,76.991,32.144,8.8006,26.768,6.9176,18.848,1.6498,33.332,13.788,24.028,1.1231,17.717,2.322,4.868,2.2647,0.015591,0.79447,0.1002,53.408,43.519,62.812,53.806,65.2,57.133,23.166,36.295,33.6,44.444,59.258,40.421,15.786
