sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
251,0.2579,3654.5,4490.2,9.3114,27.069,42.179,2709.5,75.2,120.4,0.33483,80.027,49.916,2637.1,26.766,49.908,3107.4,23.142,65.15,216.83,340.35,94.748,77.313,32.03,8.8183,26.934,6.6995,18.633,1.6399,32.986,13.91,24.438,1.3469,19.041,2.258,4.7994,2.2913,0.008705,0.84848,0.082531,54.834,44.157,62.671,54.232,25.577,60.749,22.139,40.605,37.851,46.321,43.825,40.574,17.693
252,0.2596,3661.3,4535.0,9.232,27.081,42.592,2711.1,74.855,120.37,0.33659,80.146,50.074,2639.9,24.822,48.268,3109.9,22.603,65.141,217.32,340.12,94.623,77.424,32.03,8.8183,26.934,6.6995,18.633,1.6399,32.986,13.91,24.438,1.3469,19.041,2.258,4.7994,2.2913,0.008705,0.84848,0.082531,54.834,44.157,62.554,53.695,25.41,59.969,22.032,40.392,38.318,42.525,43.857,40.966,18.955
253,0.26039,3711.9,4545.7,9.1926,26.866,42.392,2709.5,75.307,120.41,0.34177,80.037,51.387,2637.0,26.547,48.849,3109.1,23.014,65.141,216.83,339.96,94.617,77.118,31.627,8.8245,26.583,6.9454,18.963,1.6995,32.755,13.768,24.257,0.98909,18.685,2.282,4.8558,2.2874,0.008705,0.84848,0.082531,54.834,44.157,63.851,54.037,25.821,62.473,21.636,40.831,42.181,43.87,43.976,41.723,18.009
254,0.26047,3716.3,4556.8,9.4319,26.65,42.528,2708.1,75.167,120.4,0.34131,79.915,49.95,2636.0,24.943,49.732,3107.2,23.313,65.121,215.2,340.0,94.404,76.997,31.627,8.8245,26.583,6.9454,18.963,1.6995,32.755,13.768,24.257,0.98909,18.685,2.282,4.8558,2.2874,0.008705,0.84848,0.082531,54.834,44.157,63.775,53.905,25.813,60.443,21.814,40.887,37.954,45.915,44.197,41.402,17.316
255,0.30476,3668.2,4544.0,9.4809,27.237,42.489,2708.2,75.863,120.41,0.32743,79.975,48.88,2635.6,25.488,50.091,3107.9,23.453,65.137,217.4,339.86,94.529,77.156,32.001,8.9696,26.76,6.7168,18.501,1.6079,32.899,13.69,24.081,1.3698,18.973,2.2037,4.7908,2.332,0.008705,0.84848,0.082531,54.834,44.157,62.502,53.243,29.854,61.685,21.8,38.786,34.803,46.744,44.078,41.024,16.98
256,0.30585,3653.3,4498.0,9.3279,27.196,42.4,2709.6,75.097,120.41,0.32938,80.152,50.284,2638.6,25.64,49.776,3108.9,22.989,65.153,216.79,340.27,94.6,77.376,32.001,8.9696,26.76,6.7168,18.501,1.6079,32.899,13.69,24.081,1.3698,18.973,2.2037,4.7908,2.332,0.022162,0.85311,0.10013,53.255,43.696,62.758,53.795,29.747,60.093,22.0,38.547,38.935,46.017,44.341,40.69,18.052
257,0.27225,3742.7,4519.5,9.2712,26.973,42.259,2709.2,75.465,120.4,0.31682,80.052,49.457,2637.6,23.639,50.101,3109.2,22.35,65.185,217.02,339.99,94.618,77.168,32.136,8.8704,26.878,6.9615,18.918,1.6236,32.62,13.795,24.529,1.2143,18.415,2.2711,4.8399,2.2823,0.022162,0.85311,0.10013,53.255,43.696,63.274,54.677,26.709,62.154,21.935,37.844,36.503,46.768,44.451,40.819,19.584
258,0.27218,3682.5,4551.2,9.2442,26.873,42.201,2707.6,74.771,120.43,0.31487,79.959,49.812,2636.7,24.968,50.558,3107.6,23.508,65.202,217.83,340.28,94.347,76.885,32.136,8.8704,26.878,6.9615,18.918,1.6236,32.62,13.795,24.529,1.2143,18.415,2.2711,4.8399,2.2823,0.022162,0.85311,0.10013,53.255,43.696,64.31,54.297,26.717,64.302,21.8,38.082,37.548,47.825,44.512,42.082,16.863
259,0.26074,3671.6,4465.6,9.4348,26.607,42.389,2706.2,75.687,120.38,0.32715,79.963,50.682,2635.1,25.179,48.485,3105.0,23.493,65.216,221.16,340.37,94.646,77.36,31.964,8.8308,26.446,6.9184,18.857,1.6487,32.977,13.818,23.806,1.1473,18.658,2.2111,4.8819,2.3808,0.022162,0.85311,0.10013,53.255,43.696,62.391,54.311,25.519,58.495,21.644,39.279,40.106,43.028,44.347,40.955,16.866
260,0.25866,3641.5,4466.3,9.1681,27.078,42.271,2705.9,75.036,120.4,0.32822,80.043,50.54,2634.8,24.521,49.044,3103.3,23.043,65.222,219.41,340.9,94.55,77.035,31.964,8.8308,26.446,6.9184,18.857,1.6487,32.977,13.818,23.806,1.1473,18.658,2.2111,4.8819,2.3808,0.022162,0.85311,0.10013,53.255,43.696,62.909,54.302,25.723,60.737,22.278,39.149,39.689,44.321,44.634,41.886,17.961
261,0.27791,3693.3,4503.8,9.1773,26.611,42.264,2705.1,74.085,120.4,0.33214,79.915,48.946,2633.5,25.565,51.633,3103.2,22.298,65.231,218.9,340.31,94.803,76.847,32.329,8.8996,26.532,6.904,18.81,1.6956,32.402,13.85,24.106,1.3327,18.292,2.2922,4.7556,2.3549,0.040131,0.84776,0.13004,53.784,43.941,62.341,53.984,27.372,63.6,21.961,39.258,34.998,50.313,44.956,40.604,19.759
262,0.2762,3642.9,4486.2,9.3863,26.942,42.31,2704.6,75.322,120.39,0.33064,79.771,48.347,2633.3,26.795,50.685,3102.3,22.527,65.173,219.94,340.29,94.583,77.005,32.329,8.8996,26.532,6.904,18.81,1.6956,32.402,13.85,24.106,1.3327,18.292,2.2922,4.7556,2.3549,0.040131,0.84776,0.13004,53.784,43.941,63.209,54.195,27.541,61.36,22.088,39.442,33.235,48.12,45.061,41.123,19.23
263,0.2431,3676.1,4494.4,9.2514,26.741,41.799,2704.9,75.819,120.39,0.33485,79.899,51.518,2633.2,25.354,51.343,3102.7,24.695,65.198,222.46,340.22,94.818,77.438,32.012,8.9942,26.552,6.8438,19.005,1.6716,32.517,13.732,24.56,1.3033,18.414,2.2833,4.8178,2.2873,0.040131,0.84776,0.13004,53.784,43.941,62.735,54.204,23.948,61.701,21.814,39.824,42.569,49.643,45.033,40.074,14.052
264,0.24326,3631.2,4529.8,9.3031,26.832,41.833,2706.7,75.383,120.4,0.33488,80.243,49.754,2634.7,24.946,48.586,3105.0,22.633,65.263,224.13,340.06,94.515,77.512,32.012,8.9942,26.552,6.8438,19.005,1.6716,32.517,13.732,24.56,1.3033,18.414,2.2833,4.8178,2.2873,0.040131,0.84776,0.13004,53.784,43.941,63.508,53.78,23.933,60.546,21.835,39.82,37.376,43.261,45.073,41.115,18.91
265,0.2751,3661.3,4482.7,9.3095,26.623,42.426,2706.4,74.78,120.41,0.32227,80.087,50.006,2635.3,25.669,51.92,3103.4,22.861,65.331,222.44,340.48,94.696,77.147,32.076,8.9396,26.283,6.8858,18.61,1.5852,32.626,13.77,24.334,1.2569,18.612,2.2787,4.8395,2.2827,0.040131,0.84776,0.13004,53.784,43.941,63.526,53.843,26.857,61.057,22.09,38.136,38.119,50.978,45.413,40.955,18.406
266,0.27262,3659.1,4508.1,9.354,26.788,42.539,2705.7,74.702,120.43,0.32371,80.133,50.737,2634.8,25.954,49.554,3104.9,23.388,65.36,222.52,340.74,94.511,77.484,32.076,8.9396,26.283,6.8858,18.61,1.5852,32.626,13.77,24.334,1.2569,18.612,2.2787,4.8395,2.2827,0.011446,0.84251,0.085832,53.29,44.182,63.563,53.539,27.101,59.292,22.016,37.96,40.27,45.502,45.481,41.917,17.123
267,0.26894,3681.6,4523.8,9.1217,27.073,42.133,2706.1,75.554,120.4,0.32741,80.207,50.94,2635.2,24.674,51.316,3103.9,23.003,65.43,223.55,340.16,94.643,77.262,32.267,8.8803,26.408,6.9056,19.217,1.6626,33.005,13.732,23.738,1.1167,18.481,2.277,4.816,2.2737,0.011446,0.84251,0.085832,53.29,44.182,62.825,54.314,26.549,62.327,22.12,38.424,40.866,49.58,45.527,41.162,18.046
268,0.26929,3727.7,4535.8,9.4856,26.961,42.609,2704.2,74.937,120.41,0.32506,80.074,51.795,2632.6,24.336,51.066,3103.1,22.967,65.452,224.17,340.39,94.575,77.062,32.267,8.8803,26.408,6.9056,19.217,1.6626,33.005,13.732,23.738,1.1167,18.481,2.277,4.816,2.2737,0.011446,0.84251,0.085832,53.29,44.182,62.031,54.17,26.514,61.228,21.968,38.711,43.383,49.0,45.608,41.21,18.149
269,0.25095,3651.2,4501.6,9.2941,26.441,42.547,2704.7,75.654,120.42,0.3206,80.228,50.63,2633.5,22.57,48.993,3103.0,22.087,65.484,223.92,340.18,94.568,77.342,32.194,8.9611,26.226,6.9963,18.802,1.6284,32.654,13.941,23.663,1.1817,18.446,2.226,4.7996,2.3126,0.011446,0.84251,0.085832,53.29,44.182,63.161,53.066,24.726,60.341,21.652,38.143,39.955,44.205,45.766,41.486,20.206
270,0.24961,3683.9,4490.6,9.3174,26.684,42.067,2701.9,74.19,120.38,0.32284,79.997,47.739,2630.0,24.494,50.064,3100.4,23.473,65.51,223.91,340.02,94.783,76.966,32.194,8.9611,26.226,6.9963,18.802,1.6284,32.654,13.941,23.663,1.1817,18.446,2.226,4.7996,2.3126,0.011446,0.84251,0.085832,53.29,44.182,62.598,53.199,24.857,60.556,21.812,37.869,31.447,46.682,45.9,40.857,16.953
271,0.25909,3632.9,4505.5,9.2873,27.247,42.199,2701.4,74.953,120.42,0.34255,79.977,49.689,2630.0,24.72,49.876,3098.5,21.904,65.432,224.83,340.4,94.574,77.111,32.457,8.8458,26.126,6.7815,19.066,1.6185,32.987,14.012,24.112,1.243,18.867,2.2616,4.829,2.2902,0.0039148,0.86354,0.088263,53.728,43.52,62.616,53.998,25.213,60.439,22.197,41.056,37.183,46.248,45.841,41.021,20.686
272,0.26022,3632.1,4507.7,9.2626,27.31,42.318,2700.5,74.813,120.38,0.34611,79.854,50.333,2628.6,26.524,48.199,3098.1,21.721,65.396,225.42,340.32,94.906,77.12,32.457,8.8458,26.126,6.7815,19.066,1.6185,32.987,14.012,24.112,1.243,18.867,2.2616,4.829,2.2902,0.0039148,0.86354,0.088263,53.728,43.52,62.629,53.972,25.103,62.576,22.18,40.622,39.079,42.366,45.876,40.228,21.131
273,0.22902,3676.7,4478.4,9.3433,27.058,41.94,2701.4,75.318,120.43,0.35143,80.002,49.713,2629.3,24.269,50.614,3099.4,23.005,65.393,225.51,340.29,94.569,77.253,32.2,8.8003,26.22,6.8211,19.095,1.6324,32.546,13.945,24.008,1.3124,18.473,2.2197,4.8117,2.2491,0.0039148,0.86354,0.088263,53.728,43.52,63.739,53.65,22.884,61.797,21.908,42.111,37.254,47.956,45.957,40.801,18.07
274,0.2306,3689.3,4477.4,9.3394,26.808,41.976,2701.0,75.807,120.41,0.35654,80.198,50.34,2630.1,25.019,49.782,3100.3,22.651,65.446,226.98,340.15,94.692,77.463,32.2,8.8003,26.22,6.8211,19.095,1.6324,32.546,13.945,24.008,1.3124,18.473,2.2197,4.8117,2.2491,0.0039148,0.86354,0.088263,53.728,43.52,63.523,53.662,22.728,61.294,21.545,41.488,39.101,46.03,45.911,41.31,18.889
275,0.25354,3674.5,4460.4,9.304,26.755,42.63,2702.0,76.013,120.42,0.34478,80.27,49.573,2630.7,24.865,49.394,3100.5,23.082,65.51,224.97,339.64,94.462,77.281,32.201,8.991,26.5,6.6557,18.968,1.6521,32.784,13.661,23.785,1.2508,18.699,2.2575,4.8533,2.251,0.0039148,0.86354,0.088263,53.728,43.52,63.505,53.741,25.087,61.101,21.609,41.369,36.842,45.131,46.171,41.29,17.863
276,0.25211,3677.3,4513.3,9.4173,26.83,42.003,2700.9,74.979,120.4,0.34686,80.196,49.791,2629.9,24.879,50.367,3099.1,22.843,65.559,226.28,340.34,94.624,77.467,32.201,8.991,26.5,6.6557,18.968,1.6521,32.784,13.661,23.785,1.2508,18.699,2.2575,4.8533,2.251,0.020086,0.86413,0.10275,54.054,43.228,63.457,53.108,25.228,60.122,22.123,41.114,37.486,47.384,46.704,40.93,18.42
277,0.25036,3728.1,4467.1,9.2957,26.71,42.341,2701.9,74.968,120.43,0.31373,80.352,50.1,2631.1,24.763,49.322,3101.7,23.506,65.613,229.44,339.95,94.311,77.352,32.021,9.0299,26.238,6.9054,19.057,1.602,32.799,13.834,23.75,1.2558,18.967,2.2596,4.8358,2.3279,0.020086,0.86413,0.10275,54.054,43.228,64.169,53.931,25.357,60.925,21.662,37.525,38.393,44.966,46.749,41.686,16.835
278,0.25523,3717.6,4443.0,9.2954,26.839,42.111,2700.5,75.254,120.4,0.31457,80.299,49.518,2629.1,26.02,50.765,3100.4,21.464,65.666,226.56,339.53,94.321,77.083,32.021,9.0299,26.238,6.9054,19.057,1.602,32.799,13.834,23.75,1.2558,18.967,2.2596,4.8358,2.3279,0.020086,0.86413,0.10275,54.054,43.228,64.35,54.22,24.878,60.409,21.717,37.423,36.683,48.304,47.328,41.917,21.702
279,0.27132,3639.5,4461.1,9.2207,26.973,42.129,2698.3,75.22,120.41,0.33326,80.123,50.29,2627.3,24.426,49.251,3097.6,23.71,65.688,228.89,340.05,94.609,77.118,31.371,9.0994,26.182,6.9402,18.633,1.6694,32.611,13.694,24.061,1.1292,18.843,2.2281,4.7713,2.2959,0.020086,0.86413,0.10275,54.054,43.228,63.599,53.743,26.876,61.909,21.787,39.651,38.953,44.801,47.446,41.223,16.376
280,0.27413,3688.9,4474.5,9.2294,26.774,42.897,2698.5,74.446,120.37,0.33442,80.168,48.478,2626.1,26.085,50.132,3097.5,23.659,65.726,231.48,339.73,94.528,77.052,31.371,9.0994,26.182,6.9402,18.633,1.6694,32.611,13.694,24.061,1.1292,18.843,2.2281,4.7713,2.2959,0.020086,0.86413,0.10275,54.054,43.228,62.75,53.583,26.599,61.795,21.597,39.509,33.62,46.839,47.535,40.731,16.497
281,0.34016,3661.0,4504.5,9.3539,26.589,42.611,2700.5,74.929,120.4,0.31694,80.244,50.501,2629.8,27.263,50.427,3101.8,23.263,65.759,229.21,340.02,94.632,77.434,31.893,8.8945,26.599,7.0874,19.191,1.6829,32.356,13.899,23.75,1.3957,18.88,2.3229,4.9249,2.3492,0.013316,0.84797,0.10271,53.12,43.708,62.886,54.254,33.483,60.814,21.313,37.802,39.575,47.522,48.125,42.026,17.411
282,0.33839,3631.9,4505.2,9.2027,26.795,42.427,2704.4,75.013,120.39,0.31717,80.378,49.935,2632.3,24.107,50.158,3104.0,23.072,65.817,232.73,340.07,94.521,77.814,31.893,8.8945,26.599,7.0874,19.191,1.6829,32.356,13.899,23.75,1.3957,18.88,2.3229,4.9249,2.3492,0.013316,0.84797,0.10271,53.12,43.708,63.387,54.246,33.657,64.466,21.815,37.774,37.908,46.899,48.156,41.194,17.825
283,0.29597,3600.0,4464.3,9.3835,26.65,42.243,2705.9,74.864,120.37,0.33774,80.427,50.095,2634.0,25.042,48.067,3102.0,22.679,65.919,233.02,340.92,94.61,77.336,32.252,8.9459,26.599,7.026,18.839,1.6909,32.415,13.911,24.177,1.4461,18.335,2.2309,4.8221,2.2675,0.013316,0.84797,0.10271,53.12,43.708,62.52,53.343,29.029,59.485,22.071,40.71,38.379,42.061,48.472,40.963,18.77
284,0.29393,3596.4,4454.5,9.3169,26.627,42.193,2703.6,75.173,120.39,0.34148,80.075,51.164,2632.0,27.479,48.911,3100.5,22.553,65.907,234.39,341.36,94.779,77.049,32.252,8.9459,26.599,7.026,18.839,1.6909,32.415,13.911,24.177,1.4461,18.335,2.2309,4.8221,2.2675,0.013316,0.84797,0.10271,53.12,43.708,62.582,53.46,29.229,60.698,22.368,40.253,41.526,44.013,48.693,41.07,19.108
285,0.26117,3627.4,4483.6,9.4205,27.381,42.223,2702.6,74.569,120.38,0.34314,79.89,50.565,2631.4,26.465,50.907,3099.7,23.29,65.866,235.54,341.85,94.7,77.001,32.872,9.0153,26.215,7.0326,18.734,1.664,33.36,13.869,23.613,1.3364,18.769,2.2174,4.8523,2.3245,0.013316,0.84797,0.10271,53.12,43.708,62.421,53.936,25.861,59.309,22.596,40.495,39.763,48.633,48.939,41.326,17.381
286,0.25987,3644.8,4508.9,9.4559,26.983,42.565,2706.4,74.329,120.38,0.34111,80.068,49.135,2635.8,25.928,49.721,3100.6,22.998,65.83,237.18,342.77,94.845,77.508,32.872,9.0153,26.215,7.0326,18.734,1.664,33.36,13.869,23.613,1.3364,18.769,2.2174,4.8523,2.3245,0.026238,0.83978,0.084599,54.754,43.712,62.123,53.634,25.99,61.297,22.962,40.742,35.555,45.889,48.763,40.527,18.039
287,0.19811,3632.5,4453.7,9.3352,27.026,42.389,2708.3,74.04,120.41,0.33821,80.298,49.277,2636.8,24.709,49.79,3103.5,21.849,65.894,236.99,342.07,94.593,77.316,32.455,9.0452,26.247,6.8371,18.895,1.6461,32.837,13.931,23.551,1.4159,18.421,2.2218,4.9277,2.2315,0.026238,0.83978,0.084599,54.754,43.712,62.139,54.55,19.502,60.889,22.654,40.082,35.971,46.048,48.96,41.63,20.753
288,0.20021,3609.3,4479.4,9.4606,26.733,42.298,2706.4,74.442,120.4,0.33639,80.087,50.85,2635.9,25.187,48.823,3102.1,23.385,65.926,236.04,341.89,94.842,77.061,32.455,9.0452,26.247,6.8371,18.895,1.6461,32.837,13.931,23.551,1.4159,18.421,2.2218,4.9277,2.2315,0.026238,0.83978,0.084599,54.754,43.712,62.538,54.242,19.296,61.901,22.471,40.304,40.601,43.809,49.223,40.79,17.131
289,0.23405,3679.3,4509.0,9.4084,26.9,42.237,2705.4,74.696,120.4,0.34788,79.87,48.98,2633.5,24.917,49.246,3102.7,22.469,65.903,237.49,341.99,94.621,76.896,32.777,8.837,26.098,6.6725,18.822,1.6798,33.294,13.774,24.255,1.1995,18.757,2.2772,4.8885,2.3196,0.026238,0.83978,0.084599,54.754,43.712,62.997,53.486,22.925,60.906,22.096,40.666,35.097,44.788,49.274,40.808,19.33
290,0.235,3684.7,4509.0,9.359,27.11,42.212,2706.3,75.57,120.41,0.34843,79.914,51.052,2635.2,26.802,49.927,3102.2,23.095,65.85,239.12,342.17,94.689,77.414,32.777,8.837,26.098,6.6725,18.822,1.6798,33.294,13.774,24.255,1.1995,18.757,2.2772,4.8885,2.3196,0.026238,0.83978,0.084599,54.754,43.712,62.904,53.485,22.831,61.461,22.664,40.599,41.196,46.364,49.312,41.365,17.818
291,0.1969,3716.0,4502.2,9.4856,27.363,42.157,2709.2,75.013,120.43,0.32798,80.409,49.727,2637.6,25.503,48.936,3106.3,22.201,65.957,238.07,341.48,94.452,77.884,32.149,9.056,26.68,6.8243,18.734,1.6522,32.892,13.867,23.533,1.2396,18.713,2.2553,4.776,2.3827,0.0061324,0.83107,0.091575,53.762,43.615,63.93,53.734,19.58,59.823,22.608,38.95,37.298,44.072,49.388,41.485,19.867
292,0.19919,3726.9,4478.9,9.3756,26.714,42.305,2708.4,74.663,120.41,0.33051,80.426,48.539,2637.3,24.65,49.06,3106.6,22.618,66.029,239.08,341.38,94.403,77.379,32.149,9.056,26.68,6.8243,18.734,1.6522,32.892,13.867,23.533,1.2396,18.713,2.2553,4.776,2.3827,0.0061324,0.83107,0.091575,53.762,43.615,63.742,54.012,19.355,61.584,21.985,38.642,33.802,44.358,49.382,42.165,18.889
293,0.25548,3682.8,4516.2,9.2783,26.877,42.147,2705.8,75.061,120.4,0.33636,80.187,52.162,2634.8,25.84,48.693,3103.4,23.437,66.083,237.61,341.46,94.479,77.12,31.857,8.9831,26.159,6.7885,18.534,1.6429,32.949,13.946,24.071,1.2793,18.213,2.3109,4.8537,2.2245,0.0061324,0.83107,0.091575,53.762,43.615,63.295,53.78,25.209,61.296,22.33,40.408,44.463,43.509,49.599,40.958,16.962
294,0.25663,3699.8,4524.3,9.3951,26.941,42.406,2702.7,74.819,120.4,0.33791,79.842,49.411,2630.8,25.047,49.403,3101.1,23.654,66.029,237.79,341.32,94.505,76.604,31.857,8.9831,26.159,6.7885,18.534,1.6429,32.949,13.946,24.071,1.2793,18.213,2.3109,4.8537,2.2245,0.0061324,0.83107,0.091575,53.762,43.615,63.002,53.683,25.096,61.066,22.12,40.219,36.366,45.153,49.675,41.97,16.516
295,0.28642,3698.7,4550.6,9.4456,26.848,42.73,2701.8,74.417,120.39,0.34915,79.658,51.309,2630.3,24.413,51.567,3100.2,23.168,65.906,240.45,341.3,94.572,77.267,32.177,8.7743,27.309,6.9967,18.561,1.6357,32.962,13.644,24.128,1.3777,18.883,2.2823,4.8466,2.3136,0.0061324,0.83107,0.091575,53.762,43.615,63.407,53.885,28.088,62.088,21.948,41.082,41.951,50.161,49.537,40.939,17.661
296,0.28391,3692.6,4480.2,9.2728,27.076,42.206,2706.4,74.769,120.41,0.34715,80.009,50.929,2634.7,24.542,50.455,3102.7,23.842,65.888,240.85,341.62,94.488,77.527,32.177,8.7743,27.309,6.9967,18.561,1.6357,32.962,13.644,24.128,1.3777,18.883,2.2823,4.8466,2.3136,0.0071421,0.84153,0.091515,53.714,44.018,63.512,54.726,28.335,61.992,22.452,41.326,40.833,47.586,49.376,41.65,16.03
297,0.25692,3651.4,4543.3,9.3977,26.919,42.394,2707.8,74.45,120.37,0.31525,80.146,52.569,2637.1,24.558,50.731,3103.7,22.915,65.94,236.73,341.98,94.553,77.34,32.025,8.9065,26.287,6.8279,18.74,1.647,32.942,13.801,23.835,1.1488,18.606,2.231,4.7194,2.3188,0.0071421,0.84153,0.091515,53.714,44.018,62.385,53.943,25.253,62.842,22.494,37.103,45.659,48.226,49.735,41.35,18.227
298,0.2575,3621.1,4539.8,9.3231,27.074,42.054,2709.5,73.885,120.43,0.31555,80.209,51.072,2638.3,23.865,50.734,3107.3,23.731,66.012,237.6,341.95,94.529,77.234,32.025,8.9065,26.287,6.8279,18.74,1.647,32.942,13.801,23.835,1.1488,18.606,2.231,4.7194,2.3188,0.0071421,0.84153,0.091515,53.714,44.018,62.907,53.985,25.197,59.946,22.53,37.067,41.255,48.232,49.648,41.519,16.292
299,0.2732,3699.8,4483.5,9.2624,26.696,42.525,2710.9,75.014,120.39,0.33059,80.147,48.415,2640.2,23.231,49.051,3107.6,22.013,66.005,237.64,341.95,94.532,77.135,32.41,8.878,26.539,6.9792,18.314,1.6333,33.028,13.773,24.402,1.2082,18.845,2.2779,4.8715,2.2871,0.0071421,0.84153,0.091515,53.714,44.018,63.004,54.239,26.731,60.699,22.373,39.288,33.435,44.338,49.637,41.562,20.366
300,0.27242,3654.6,4521.3,9.3587,27.449,42.576,2709.6,75.207,120.42,0.3302,79.965,51.714,2638.4,23.82,48.619,3106.3,22.725,66.011,238.78,342.22,94.492,77.22,32.41,8.878,26.539,6.9792,18.314,1.6333,33.028,13.773,24.402,1.2082,18.845,2.2779,4.8715,2.2871,0.0071421,0.84153,0.091515,53.714,44.018,63.782,53.787,26.807,61.475,22.395,39.336,43.143,43.338,49.53,41.58,18.683
301,0.23276,3635.2,4527.2,9.3599,27.059,42.077,2708.7,74.44,120.39,0.32807,79.904,51.991,2638.2,25.121,49.997,3105.1,23.185,65.978,240.6,342.67,94.657,77.043,32.055,8.7682,26.429,6.9046,18.555,1.6519,33.073,13.89,24.038,1.2011,18.598,2.2323,4.8265,2.2935,0.0055869,0.84471,0.085775,53.49,43.767,62.768,54.805,23.31,62.593,22.526,38.78,43.96,46.527,49.633,40.581,17.609
302,0.23423,3667.1,4541.8,9.2232,26.598,42.595,2709.2,75.041,120.44,0.32867,79.892,49.551,2638.1,25.668,51.702,3105.2,23.091,65.951,240.3,342.13,94.585,77.407,32.055,8.7682,26.429,6.9046,18.555,1.6519,33.073,13.89,24.038,1.2011,18.598,2.2323,4.8265,2.2935,0.0055869,0.84471,0.085775,53.49,43.767,62.219,54.63,23.165,61.881,22.378,38.707,36.778,50.472,49.773,41.475,17.814
303,0.26637,3666.7,4523.6,9.4717,27.05,42.149,2711.4,74.251,120.41,0.33921,80.096,48.875,2640.6,24.679,50.041,3108.7,23.146,65.988,242.73,342.38,94.566,77.635,32.376,8.8932,26.504,7.0403,18.339,1.6717,33.07,13.891,23.962,1.3066,18.16,2.2386,4.8574,2.3711,0.0055869,0.84471,0.085775,53.49,43.767,62.824,54.313,26.671,61.221,22.596,40.572,34.79,46.63,49.668,40.935,17.652
304,0.26724,3644.2,4509.6,9.3665,26.746,42.198,2711.1,74.81,120.4,0.34006,79.969,50.187,2639.3,25.015,49.103,3108.7,23.961,65.991,239.27,342.23,94.503,76.762,32.376,8.8932,26.504,7.0403,18.339,1.6717,33.07,13.891,23.962,1.3066,18.16,2.2386,4.8574,2.3711,0.0055869,0.84471,0.085775,53.49,43.767,63.212,54.481,26.586,60.876,22.129,40.468,38.65,44.458,50.086,41.871,15.776
305,0.23892,3614.8,4566.8,9.3217,26.904,42.087,2708.4,74.099,120.38,0.34203,79.714,50.837,2636.7,26.942,50.358,3104.8,22.832,65.967,242.15,342.62,94.728,76.707,32.104,8.8477,26.431,6.875,18.214,1.6635,32.876,13.87,24.224,1.3293,18.658,2.2479,4.8826,2.2217,0.0055869,0.84471,0.085775,53.49,43.767,62.442,54.382,23.215,59.999,22.557,40.341,40.562,47.362,49.943,40.159,18.487
306,0.23935,3600.9,4537.5,9.383,26.982,42.078,2710.7,75.08,120.4,0.34389,79.774,50.391,2639.6,24.077,48.994,3105.1,22.397,65.908,241.85,342.73,94.749,77.466,32.104,8.8477,26.431,6.875,18.214,1.6635,32.876,13.87,24.224,1.3293,18.658,2.2479,4.8826,2.2217,0.029171,0.81674,0.10602,54.807,43.841,62.681,54.733,23.173,60.471,22.715,40.114,39.25,44.206,50.181,41.026,19.481
307,0.2652,3659.7,4563.9,9.3001,27.24,42.139,2711.4,75.709,120.38,0.33774,79.913,50.514,2640.0,24.551,49.606,3109.3,23.307,65.924,240.75,342.37,94.585,77.523,32.12,9.0376,26.526,6.8006,19.081,1.6137,33.292,13.82,24.036,1.1148,18.535,2.2736,4.8061,2.3098,0.029171,0.81674,0.10602,54.807,43.841,63.047,54.808,25.699,62.008,22.427,40.396,39.612,45.621,50.432,40.868,17.305
308,0.26174,3665.9,4550.4,9.3478,26.71,42.237,2714.7,75.582,120.4,0.33786,80.116,49.874,2643.9,24.341,48.797,3111.9,23.657,65.981,243.61,342.54,94.582,77.646,32.12,9.0376,26.526,6.8006,19.081,1.6137,33.292,13.82,24.036,1.1148,18.535,2.2736,4.8061,2.3098,0.029171,0.81674,0.10602,54.807,43.841,62.94,54.969,26.039,59.646,22.422,40.38,37.728,43.75,50.328,41.742,16.447
309,0.2631,3671.6,4492.2,9.4008,26.916,42.163,2715.2,74.07,120.41,0.33424,80.333,50.187,2644.7,26.047,49.945,3112.3,22.812,66.11,239.88,342.17,94.429,77.444,32.683,8.7871,26.698,6.6594,18.704,1.6447,33.137,13.815,24.374,1.3371,18.535,2.2367,4.7767,2.3782,0.029171,0.81674,0.10602,54.807,43.841,63.536,53.558,25.76,61.438,22.51,39.505,38.652,46.407,50.803,41.704,18.435
